type,title,release_year,duration,listed_in,description
Movie,Mute,2018,127 min,Thrillers,"When his girlfriend vanishes, a mute man ventures into a near-future Berlin's seamy underworld, where his actions speak louder than words."
Movie,Bad Day for the Cut,2017,99 min,Thrillers,"A mild-mannered, middle-aged Irish farmer devoted to his mother embarks on a violent quest for revenge when she's murdered in a home invasion."
Movie,Getaway Plan,2016,104 min,Thrillers,Professional burglar and blowtorch expert Víctor is recruited by the Russian mafia to break into a vault as part of an elaborate bank heist.
Movie,Buster's Mal Heart,2016,98 min,Thrillers,"On the run from authorities, a troubled man recalls the mysterious events – and the strange drifter – that inspired his unusual transformation."
Movie,Berlin Syndrome,2017,116 min,Thrillers,What starts as a passionate one-night stand quickly turns sinister when Clare learns she's locked inside Andi's apartment with no way out.
Movie,Message from the King,2017,103 min,Thrillers,"On a relentless quest to avenge his sister's murder, a man from Cape Town infiltrates a sprawling network of lowlifes and elites in Los Angeles."
Movie,The Invisible Guardian,2017,129 min,Thrillers,"When an FBI-trained cop returns to her Navarre hometown to catch a killer targeting local teens, she must also face personal demons from her past."
Movie,The Invisible Guest,2016,106 min,Thrillers,"After waking next to his now-dead lover in a hotel room, a young businessman hires a prominent lawyer to figure out how he ended up a murder suspect."
Movie,Boy Missing,2016,105 min,Thrillers,"When her son is kidnapped and later found traumatized, a lawyer takes justice into her own hands, causing events that spiral out of control."
Movie,The Fury of a Patient Man,2016,92 min,Thrillers,"After his lover is killed in a jewelry store robbery, quiet José romances café owner Ana, who's unaware he has other motivations."
Movie,Stereo,2014,91 min,Thrillers,"Erik's peaceful rural family life is shaken by the arrival of sinister figures who claim to know him and a mysterious ""friend"" who may not even exist."
Movie,A Kind of Murder,2016,96 min,Thrillers,"Obsessed with an unsolved murder case, a crime novelist stuck in an unhappy marriage fantasizes about killing his wife, who soon turns up dead."
Movie,A Scandall,2016,108 min,Thrillers,"A film school graduate is interested in making a movie about his girlfriend's uncle, who claims that he can see his long-dead daughter."
Movie,All Good Ones Get Away,2019,83 min,Thrillers,"When a mysterious figure blackmails an adulterous couple during a romantic getaway, their secret affair turns into a fight for survival."
Movie,Along Came a Spider,2001,103 min,Thrillers,"When a girl is kidnapped from a prestigious prep school, a homicide detective takes the case, teaming up with young security agent."
Movie,American Hangman,2019,99 min,Thrillers,"A judge’s kidnapping is streamed live on social media, as a vengeful loner puts him on trial for supposedly sending an innocent man to his death."
Movie,Bad Match,2017,83 min,Thrillers,A player who uses the internet to facilitate his womanizing ways is tormented when he spurns a persistent woman who won't take no for an answer.
Movie,Basic Instinct,1992,128 min,Thrillers,A detective investigating a rock star's brutal murder becomes drawn to the prime suspect — a mysterious novelist whose recent book mirrors the crime.
Movie,Beneath the Leaves,2019,90 min,Thrillers,"An escaped psychopathic child killer faces off against one of his former victims, who has since become a hard-nosed detective."
Movie,Blackway,2015,90 min,Thrillers,"Menaced by a psychopath who's got the local cops scared, waitress Lillian turns to a mysterious old logger to help her turn the tables on her stalker."
Movie,Blue Ruin,2013,90 min,Thrillers,"Bad news from the past unhinges vagabond Dwight Evans, sending him on a mission of bloody retribution that takes him to his childhood hometown."
Movie,Brick,2005,110 min,Thrillers,Teenage loner Brendan Fry navigates his high school's intense social network to discover a killer's identity after his secret crush is murdered.
Movie,Bullitt County,2018,98 min,Thrillers,"When four college friends reunite for a bachelor party, their hunt for cash said to be hidden in Kentucky's backwoods leads to bloodshed and betrayal."
Movie,Chloe,2009,96 min,Thrillers,"Suspecting her husband of infidelity, Catherine hires sexy Chloe to test his faithfulness. Soon, the relationships between all three intensify."
Movie,Deadline: Sirf 24 Ghante,2006,97 min,Thrillers,A surgeon’s perfect life is rattled when his daughter is taken hostage in their own home and he's given 24 hours to pay a hefty ransom.
Movie,Deewangee,2002,156 min,Thrillers,"Hired by a singer to defend her friend, who has been accused of murder, a formidable lawyer learns that the man he represents may not be innocent."
Movie,Detour,2016,97 min,Thrillers,"Convinced his stepfather caused the crash that left his mother in a coma, a law student drunkenly agrees to his murder, then can't rescind the deal."
Movie,Deviant Love,2019,87 min,Thrillers,"In a tailspin after her marriage collapses, Jamie falls for a helpful gentleman whose interest in her welfare hides sinister motives."
Movie,Dismissed,2017,87 min,Thrillers,An intelligent but intense honor student traumatizes his high school teacher and mentor when he doesn't get the grade he believes he deserves.
Movie,Domino,2019,89 min,Thrillers,"A Copenhagen police officer hunts for the man who attacked his partner, only to stumble into a high-stakes game of espionage."
Movie,Enemy,2013,91 min,Thrillers,"When a humdrum academic spots his double in a movie, he launches a search that leads him to a small-time actor who looks exactly like him."
Movie,Ethirmarai,2018,91 min,Thrillers,"While investigating a brutal string of deaths, a detective begins to suspect that mind control may have played a part in the murders."
Movie,Fallen,1998,124 min,Thrillers,A tough homicide cop faces his most dangerous assignment when he must stop a murderous evil spirit who can move from one host to the next.
Movie,Fanatic,2019,91 min,Thrillers,"When a successful young rap star has an affair with an obsessive fan, his life is turned upside down when she kidnaps him."
Movie,Goldstone,2016,110 min,Thrillers,"In the Australian outback, an Indigenous cop on a missing persons case unearths a trafficking ring and runs afoul of political-industrial interests."
Movie,Hangman,2017,99 min,Thrillers,"A homicide detective, a criminal profiler and a journalist team up to nab a serial killer whose murders are inspired by the classic game of Hangman."
Movie,Heartthrob,2017,87 min,Thrillers,"A shy, brilliant boy and a popular girl fall into an unexpected romance. But as their bond deepens, his attraction begins taking on dark overtones."
