type,title,release_year,duration,listed_in,description
Movie,An American Girl: McKenna Shoots for the Stars,2012,94 min,Family Movies,"A talented young gymnast struggles with her schoolwork and an injury. But with help from her tutor, she gets her confidence back."
Movie,Woody Woodpecker,2017,91 min,Family Movies,A rascally bird with a distinctive laugh pecks back with a vengeance when his forest habitat is threatened by a slick lawyer building his dream home.
Movie,Octonauts & the Ring of Fire,2021,73 min,Family Movies,"When red-hot volcanoes start a chain reaction of disasters across the ocean, the Octonauts must work together to face their biggest challenge yet."
Movie,A Week Away,2021,98 min,Family Movies,"In this uplifting musical, a troubled teen takes a leap of faith by attending summer camp — and unexpectedly finds love, friends and a place to belong."
Movie,Secret Magic Control Agency,2021,105 min,Family Movies,"Hansel and Gretel of fairy tale fame — now acting as secret agents — must use magic, clever thinking and teamwork on a mission to find a missing king."
Movie,The BFG,2016,118 min,Family Movies,A little orphan meets up with a kind giant who's supposed to eat her but instead protects her from some truly horrible giants who terrorize them both.
Movie,YES DAY,2021,90 min,Family Movies,A mom and dad who usually say no decide to say yes to their kids' wildest requests — with a few ground rules — on a whirlwind day of fun and adventure.
Movie,LEGO Marvel Spider-Man: Vexed by Venom,2019,22 min,Family Movies,"When Green Goblin and Venom team up for a disastrous scheme, Spider-Man calls in a wall-crawling ally and must rely on his Spidey senses to stop them."
Movie,Bigfoot Family,2021,88 min,Family Movies,"Bigfoot’s now a big deal. So when he goes missing, his shy but tech-savvy teen son must take on an evil CEO to save his family and a wildlife preserve."
Movie,Animals on the Loose: A You vs. Wild Movie,2021,139 min,Family Movies,"When wild animals escape from a sanctuary, Bear Grylls — and you — must pursue them and secure their protective habitat. An interactive special."
Movie,The Resurrection of Gavin Stone,2017,92 min,Family Movies,"After one too many run-ins with the law, a Hollywood bad boy finds redemption while fulfilling his court-ordered community service at a megachurch."
Movie,Xico's Journey,2021,87 min,Family Movies,"A girl, a dog and her best pal set out to save a mountain from a gold-hungry corporation. But the key lies closer to home, with her sidekick pup, Xico."
Movie,Zathura,2005,101 min,Family Movies,"A mysterious game sends two brothers flying into space, where they must reach the planet Zathura — or be trapped in galactic limbo forever."
Movie,Finding ‘Ohana,2021,123 min,Family Movies,"In Oʻahu for the summer, two siblings from Brooklyn connect with their Hawaiian heritage — and their family — on a daring quest for long-lost treasure."
Movie,June & Kopi,2021,90 min,Family Movies,"A street dog is taken in by a young couple, and the family pit becomes an instant accomplice as she adjusts to her new, loving home."
Movie,Penguin Bloom,2021,95 min,Family Movies,"As a mom copes with the aftermath of a harrowing accident, she finds inspiration from an injured magpie taken in by her family. Based on a true story."
Movie,Double Dad,2020,105 min,Family Movies,"While her mom is away, a teen sneaks out of the hippie commune where she lives and embarks on a life-changing adventure to discover who her father is."
Movie,Penguins of Madagascar: The Movie,2014,92 min,Family Movies,"Elite penguin spies Skipper, Kowalski, Rico and Private join forces with the suave agents of the North Wind to defeat power-mad genius Octavius Brine."
Movie,Pinkfong & Baby Shark's Space Adventure,2019,65 min,Family Movies,"Joined by new friends from other planets, Pinkfong and Baby Shark explore outer space and search for missing star pieces to return home."
Movie,Charming,2021,85 min,Family Movies,"On the eve of his 21st birthday, an adored prince must find his one, true soulmate before a spell takes away all love from his kingdom."
Movie,Leap!,2016,89 min,Family Movies,"Félicie and Victor, two young friends in 1880s France, escape from an orphanage to pursue their dreams in Paris, the glittering City of Lights."
Movie,Full Out 2: You Got This!,2020,91 min,Family Movies,"With a championship on the line, Chayse and her gymnastics team look to a local break-dancer for all the right moves to rise above their competition."
Movie,Good Burger,1997,96 min,Family Movies,"Working at a neighborhood fast-food joint, two teens try to save the restaurant when a giant burger franchise fires up the competition."
Movie,Rango,2011,110 min,Family Movies,"When he becomes lost in the desert, pet chameleon Rango pretends he's a tough guy and ends up sheriff of a corrupt and violent frontier town."
Movie,The Magic School Bus Rides Again In the Zone,2020,46 min,Family Movies,"Ms. Frizzle's class sees every show on a pop star's New Year's Eve tour, learning about time zones as they attend all her concerts on the same night."
Movie,We Can Be Heroes,2020,101 min,Family Movies,"When alien invaders capture Earth’s superheroes, their kids must learn to work together to save their parents — and the planet."
Movie,Cemara's Family,2018,110 min,Family Movies,"After bankruptcy, Abah and Emak must adapt to a new life with their children in a remote village."
Movie,Shaun the Sheep: The Farmer’s Llamas,2020,28 min,Family Movies,"A trio of mischievous llamas from the county fair start making a mess of the farm, so Shaun and the flock must find a way to boot out the troublemakers."
Movie,Mukhsin,2006,98 min,Family Movies,"When young Mukhsin arrives in a new town, 10-year-old tomboy Orked adopts him as her new best friend, and the two develop a touching friendship that begins to spill over into the inklings of first love."
Movie,A Trash Truck Christmas,2020,28 min,Family Movies,"When Santa crash-lands in the junkyard on Christmas Eve, Hank, Trash Truck and their animal friends all have a hand in rescuing the holiday for everyone."
Movie,Canvas,2020,9 min,Family Movies,"After a heartbreaking loss, a grandfather struggling to reclaim his passion for painting finds the inspiration to create again."
Movie,Bobbleheads The Movie,2020,83 min,Family Movies,A team of bobbleheads band together to defend their collector’s home when uninvited relatives barge in looking to steal from his prized collection.
Movie,Spirit Riding Free: Ride Along Adventure,2020,79 min,Family Movies,Join Lucky and her friends on an interactive mission to save Maricela’s beloved mare from greedy horse thieves who've taken her captive with a wild herd.
Movie,Super Monsters: Santa’s Super Monster Helpers,2020,24 min,Family Movies,"When Santa needs serious help prepping all of his presents, the Super Monsters lend a hand — and some monster magic — to get every gift out on time!"
Movie,Mighty Express: A Mighty Christmas,2020,26 min,Family Movies,The Mighty Express welcomes a new train and speeds into a snowstorm to deliver Santa’s presents and save Christmas for all the kids in Tracksville.
Movie,Captain Underpants Mega Blissmas,2020,46 min,Family Movies,Christmas gets weird — really weird — after George and Harold go back in time to change up a few of their beloved holiday's traditions.
Movie,You Are My Home,2020,93 min,Family Movies,"After becoming separated from her family, a young girl finds herself in the care of a heartbroken woman who faces her own struggles."
Movie,Chico Bon Bon and the Very Berry Holiday,2020,25 min,Family Movies,"The Fix-It Force makes a plan to hit every home as fast as they can, delivering Blunderberry Cakes before the town awakes to avoid a holiday disaster."
Movie,Angela's Christmas Wish,2020,48 min,Family Movies,"With her father working far away in Australia, a determined Angela makes a plan — and a heartfelt wish — to reunite her family in time for the holidays."
Movie,Monster House,2006,91 min,Family Movies,"A trio of friends sets out to expose the terrors of a vacant neighborhood house, which appears to have a craving for people — and a life of its own."
Movie,Spookley and the Christmas Kittens,2019,45 min,Family Movies,"When a green cat and three stray kittens wind up at Holiday Hill Farm, Spookley the Square Pumpkin and his friends help the felines find their way home."
Movie,A Go! Go! Cory Carson Christmas,2020,22 min,Family Movies,"When a familiar-looking stranger crashes in without a memory, Cory helps him remember the magic of Christmas to save the holiday for everyone."
Movie,Dance Dreams: Hot Chocolate Nutcracker,2020,81 min,Family Movies,"This documentary spotlights Debbie Allen's career and follows her group of dance students as they prepare for Allen's annual ""Hot Chocolate Nutcracker."""
Movie,The Christmas Chronicles: Part Two,2020,115 min,Family Movies,"Unhappy over her mom’s new relationship, a now-teenage Kate runs away and lands at the North Pole, where a naughty elf is plotting to cancel Christmas."
Movie,Dragons: Rescue Riders: Huttsgalor Holiday,2020,46 min,Family Movies,Snowfall marks the start of Odinyule — the Viking holiday of giving! But crazy weather might cancel the tradition unless the Rescue Riders can swoop in.
Movie,Dolly Parton’s Christmas on the Square,2020,99 min,Family Movies,"Seasonal cheer comes to a screeching halt when a cold-hearted woman tries to sell her hometown's land. Can music, magic and memories change her mind?"
Movie,Alien Xmas,2020,42 min,Family Movies,"A young elf mistakes a tiny alien for a Christmas gift, not knowing her new plaything has plans to destroy Earth's gravity — and steal all the presents."
Movie,The App That Stole Christmas,2020,64 min,Family Movies,"A tech entrepreneur's Christmas shopping app is a smashing success, but he starts to realize his invention might be ruining the holiday spirit."
Movie,The Princess Switch: Switched Again,2020,97 min,Family Movies,"When Margaret's Christmas coronation complicates her love life, her double Stacy steps in to save the day. But will a third look-alike ruin their plan?"
Movie,Cloudy with a Chance of Meatballs 2,2013,95 min,Family Movies,"Inventor Flint Lockwood battles mutant food beasts created by his notorious machine, including shrimpanzees, tacodiles and jellyfish sandwiches."
Movie,White Christmas,1954,120 min,Family Movies,"Two war buddies fall for two sisters and follow the girls to a resort owned by their former commanding officer, who is in danger of losing the place."
Movie,Fukrey Boyzzz: Space Mein Fukrapanti,2020,75 min,Family Movies,"After a foreboding dream about aliens comes true, a fun-loving trio must prevent human intelligence from being stolen from planet Earth."
Movie,Jingle Jangle: A Christmas Journey,2020,124 min,Family Movies,"Decades after his trusted apprentice betrayed him, a once-joyful toymaker finds new hope when his kind and curious granddaughter comes into his life."
Movie,Operation Christmas Drop,2020,96 min,Family Movies,A by-the-book political aide falls for a big-hearted Air Force pilot while looking to shut down his tropical base and its airborne Christmas tradition.
Movie,Christmas Break-In,2019,87 min,Family Movies,"Stranded at school before holiday break, a precocious girl gets into the spirit of saving when a trio of robbers trespass and hold the janitor hostage."
Movie,Elf Pets: A Fox Cub’s Christmas Tale,2020,28 min,Family Movies,An elite team of elves – and their furry fox cub friends – help bring the Christmas spirit to a boy whose mom may not make it home for the holidays.
Movie,Elf Pets: Santa’s Reindeer Rescue,2020,27 min,Family Movies,"Determined to help Santa get ready for his merry rounds of gift-giving, a team of special elves wrangles in more reindeer and much-needed holiday magic."
Movie,Elliot the Littlest Reindeer,2018,90 min,Family Movies,"When Blitzen suddenly retires, a miniature horse determined to join Santa's reindeer team faces fierce competition in the North Pole tryouts."
Movie,Little Monsters,1989,102 min,Family Movies,"Brian knows there are creatures under his bed. When he faces his fears and confronts them, however, he makes some hilariously weird new friends."
Movie,Over the Moon,2020,100 min,Family Movies,"Fueled by memories of her mother, resourceful Fei Fei builds a rocket to the moon on a mission to prove the existence of a legendary moon goddess."
Movie,The Magic School Bus Rides Again The Frizz Connection,2020,46 min,Family Movies,"Lightning splits the Magic School Bus into three pieces, scattering the class across the globe with different versions of Ms. Frizzle aboard each bus!"
Movie,ParaNorman,2012,93 min,Family Movies,"When an army of zombies invades a small town, it's up to an odd local boy with a knack for communicating with the dead to save the day."
Movie,A Babysitter's Guide to Monster Hunting,2020,99 min,Family Movies,"Recruited by a secret society of babysitters, a high schooler battles the Boogeyman and his monsters when they nab the boy she's watching on Halloween."
Movie,Octonauts & the Great Barrier Reef,2020,47 min,Family Movies,"In this musical special, the Octonauts must find a way to hold back hungry swarms of coral-eating starfish to save a new friend’s fragile reef home."
Movie,Super Monsters: Dia de los Monsters,2020,25 min,Family Movies,"The Super Monsters celebrate Día de los Muertos in Vida’s hometown with her magical family, some new monster friends and a spook-tacular parade!"
Movie,StarBeam: Halloween Hero,2020,33 min,Family Movies,"Greedy Captain Fishbeard is stealing everybody's Halloween treats for himself, but StarBeam and Boost have some tricks up their sleeves to save the day!"
Movie,A Go! Go! Cory Carson Halloween,2020,22 min,Family Movies,"Cory, Chrissy and Freddie are on the hunt for king-sized candy bars this Halloween! But are all the treats worth the trek to the spooky side of town?"
Movie,Enola Holmes,2020,124 min,Family Movies,"While searching for her missing mother, intrepid teen Enola Holmes uses her sleuthing skills to outsmart big brother Sherlock and help a runaway lord."
Movie,Horrid Henry's Gross Day Out,2020,61 min,Family Movies,"Worlds collide when Henry makes plans to spend Saturday on the sofa watching a ""Gross Class Zero"" marathon — and his favorite characters come to life!"
Movie,The Smurfs 2,2013,105 min,Family Movies,"Evil magician Gargamel continues his quest to tap the power of the Smurfs, creating a pair of his own ""Smurf-alikes"" called the Naughties."
